,year,MES,CONGLOME,VIVIENDA,HOGAR,CODPERSO,UBIGEO,DOMINIO,ESTRATO,P201P,P203,P203A,P203B,P204,P205,P206,P207,P208A,P208B,P209
33585,2020,01,008394,012,11,01,170101,7.0,3.0,20200083940121101,1.0,1.0,1.0,1.0,2.0,,1.0,33.0,,1.0
33586,2020,03,006254,115,11,03,080801,6.0,4.0,20200062541151103,3.0,,,1.0,2.0,,2.0,16.0,,6.0
33587,2020,03,007093,061,11,03,130105,1.0,1.0,20190070930611203,5.0,0.0,1.0,1.0,2.0,,1.0,10.0,,
33590,2020,07,017545,119,11,02,130611,4.0,8.0,20200175451191102,2.0,,,1.0,2.0,,2.0,78.0,,2.0
33591,2020,08,019040,254,11,01,180106,6.0,7.0,20200190402541101,1.0,,,1.0,2.0,,1.0,69.0,,3.0
33593,2020,04,007768,039,11,01,150136,8.0,1.0,20180077680391101,1.0,,,1.0,2.0,,2.0,61.0,,5.0
33594,2020,08,006899,010,11,01,120114,5.0,2.0,20190068990101101,1.0,,,1.0,2.0,,1.0,48.0,,2.0
33598,2020,05,006778,034,11,02,110205,2.0,5.0,20200067780341102,3.0,,,1.0,2.0,,2.0,18.0,,6.0
33601,2020,12,009837,057,11,02,010701,7.0,4.0,20200098370571102,2.0,1.0,2.0,1.0,2.0,,2.0,45.0,,1.0
33607,2020,07,010069,025,11,02,061303,4.0,7.0,20200100690251102,2.0,,,1.0,2.0,,2.0,51.0,,1.0
33608,2020,09,006240,023,11,01,080401,6.0,5.0,20170062400231101,1.0,,,1.0,2.0,,1.0,56.0,,1.0
33609,2020,08,017796,122,11,01,150140,8.0,1.0,20200177961221101,1.0,,,1.0,2.0,,2.0,65.0,,4.0
33613,2020,01,005168,072,11,02,010605,7.0,8.0,20200051680721102,2.0,1.0,2.0,1.0,2.0,,2.0,85.0,,2.0
33614,2020,09,009850,040,11,04,030209,6.0,7.0,20190098500401104,3.0,,,1.0,2.0,,2.0,16.0,,6.0
33615,2020,10,006358,141,11,02,080604,6.0,7.0,20160063581411102,2.0,1.0,2.0,1.0,2.0,,1.0,55.0,,2.0
33616,2020,05,018137,034,11,02,150137,8.0,1.0,20200181370341102,2.0,,,1.0,2.0,,2.0,47.0,,2.0
33617,2020,12,009382,011,11,02,230110,3.0,2.0,20200093820111102,2.0,1.0,2.0,1.0,2.0,,2.0,61.0,,2.0
33618,2020,10,009577,063,11,01,240304,1.0,5.0,20200095770631101,1.0,1.0,1.0,1.0,2.0,,1.0,48.0,,1.0
33621,2020,02,008634,037,11,03,190101,5.0,3.0,20200086340371103,3.0,1.0,3.0,1.0,1.0,,2.0,16.0,,6.0
33623,2020,11,005554,030,11,02,040112,6.0,1.0,20200055540301102,6.0,1.0,6.0,1.0,2.0,,1.0,78.0,,3.0
33628,2020,03,009756,003,11,01,250103,7.0,7.0,20160097560031101,1.0,1.0,1.0,1.0,2.0,,1.0,51.0,,1.0
33629,2020,12,007656,023,11,02,150118,8.0,1.0,20200076560231102,2.0,1.0,2.0,1.0,2.0,,2.0,44.0,,1.0
33630,2020,03,009345,108,11,01,230101,3.0,2.0,20200093451081101,1.0,,,1.0,2.0,,1.0,60.0,,2.0
33635,2020,11,006138,001,11,05,070101,8.0,1.0,20190061380011105,3.0,1.0,3.0,1.0,2.0,,1.0,8.0,,
33637,2020,11,005621,067,11,04,040124,6.0,5.0,20170056210671104,7.0,2.0,3.0,1.0,2.0,,2.0,3.0,,
33639,2020,12,017774,405,11,01,140308,1.0,7.0,20200177744051101,1.0,1.0,1.0,1.0,2.0,,1.0,46.0,,1.0
33640,2020,08,016516,193,11,04,080910,7.0,7.0,20200165161931104,3.0,,,1.0,2.0,,2.0,19.0,,6.0
33641,2020,09,005789,003,11,03,050109,5.0,8.0,20200057890031103,3.0,,,1.0,2.0,,2.0,15.0,,6.0
33642,2020,11,016757,010,11,03,100804,5.0,7.0,20200167570101103,3.0,1.0,3.0,1.0,2.0,,2.0,16.0,,6.0
33643,2020,07,020058,047,11,03,240101,1.0,3.0,20200200580471103,3.0,,,1.0,2.0,,1.0,27.0,,6.0
33644,2020,01,008259,020,11,03,160301,7.0,5.0,20200082590201103,3.0,1.0,3.0,1.0,2.0,,1.0,4.0,,
33645,2020,05,015364,161,11,04,021603,5.0,7.0,20200153641611104,3.0,,,1.0,2.0,,1.0,11.0,,
33646,2020,04,015914,155,11,04,050106,5.0,7.0,20200159141551104,3.0,,,1.0,2.0,,2.0,18.0,,6.0
33649,2020,07,019331,045,11,04,200703,1.0,5.0,20200193310451104,3.0,,,1.0,2.0,,2.0,19.0,,6.0
33653,2020,03,009378,065,11,04,230110,3.0,2.0,20200093780651104,3.0,1.0,3.0,1.0,2.0,,2.0,13.0,,6.0
33654,2020,05,019510,006,11,04,211101,6.0,2.0,20200195100061104,3.0,,,1.0,2.0,,2.0,11.0,,
33655,2020,12,008992,032,11,03,211002,6.0,5.0,20170089920321102,3.0,1.0,3.0,1.0,2.0,,2.0,11.0,,
33660,2020,07,010220,014,11,04,150132,8.0,1.0,20180102200141106,3.0,,,1.0,2.0,,1.0,8.0,,
33661,2020,12,016805,049,11,01,100104,5.0,7.0,20200168050491101,1.0,1.0,1.0,1.0,2.0,,1.0,59.0,,1.0
33665,2020,02,005402,101,11,04,030208,6.0,7.0,20200054021011104,3.0,1.0,3.0,1.0,2.0,,1.0,15.0,,6.0
33666,2020,09,019193,011,11,03,200101,1.0,2.0,20200191930111103,3.0,1.0,3.0,1.0,2.0,,1.0,19.0,,6.0
33667,2020,10,005355,090,11,05,030101,6.0,3.0,20200053550901105,3.0,1.0,3.0,1.0,2.0,,1.0,13.0,,6.0
33668,2020,02,007201,103,11,02,130104,1.0,4.0,20200072011031102,2.0,1.0,2.0,1.0,2.0,,2.0,39.0,,1.0
33669,2020,02,008272,041,11,07,160501,7.0,4.0,20190082720411107,5.0,3.0,3.0,1.0,2.0,,1.0,1.0,,
33670,2020,02,007183,016,11,01,130701,1.0,5.0,20180071830161101,1.0,1.0,1.0,1.0,2.0,,1.0,74.0,,1.0
33672,2020,03,010232,035,11,04,150113,8.0,1.0,20200102320351104,3.0,1.0,3.0,1.0,2.0,,1.0,25.0,,6.0
33673,2020,03,005764,112,11,01,050407,7.0,7.0,20160057641121101,1.0,1.0,1.0,1.0,2.0,,1.0,31.0,,5.0
33676,2020,10,009058,072,11,02,210203,6.0,7.0,20200090580721102,2.0,1.0,2.0,1.0,2.0,,2.0,85.0,,2.0
33677,2020,10,007211,021,11,04,130107,1.0,4.0,20200072110211104,3.0,1.0,3.0,1.0,2.0,,2.0,3.0,,
33678,2020,03,006683,013,11,06,110106,2.0,2.0,20190066830131103,3.0,0.0,1.0,1.0,2.0,,1.0,32.0,,5.0
33680,2020,05,009639,058,11,01,250101,7.0,2.0,20190096390581101,1.0,,,1.0,2.0,,1.0,70.0,,2.0
33683,2020,04,006449,333,11,02,090113,5.0,7.0,20160064493331102,2.0,,,1.0,2.0,,1.0,71.0,,2.0
33684,2020,09,017253,038,11,04,120427,5.0,8.0,20200172530381104,3.0,,,1.0,2.0,,2.0,2.0,,
33687,2020,07,007608,024,11,01,150132,8.0,1.0,20200076080241101,1.0,,,1.0,2.0,,2.0,55.0,,5.0
33688,2020,11,009558,087,11,02,240301,1.0,5.0,20200095580871102,3.0,1.0,3.0,1.0,2.0,,2.0,19.0,,6.0
33695,2020,07,009419,093,11,01,230302,6.0,5.0,20200094190931101,1.0,,,1.0,2.0,,1.0,41.0,,2.0
33697,2020,08,008369,132,11,02,170101,7.0,3.0,20180083691321102,3.0,,,1.0,2.0,,1.0,19.0,,6.0
33698,2020,07,017166,098,11,03,120133,5.0,5.0,20200171660981103,3.0,,,1.0,2.0,,2.0,28.0,,5.0
33700,2020,07,019408,158,11,05,200409,1.0,7.0,20200194081581105,3.0,,,1.0,2.0,,2.0,12.0,,6.0
33704,2020,07,010069,100,11,03,061303,4.0,7.0,20200100691001103,3.0,,,1.0,2.0,,1.0,17.0,,6.0
33707,2020,09,009864,162,11,01,230301,3.0,6.0,20170098641621101,1.0,,,1.0,2.0,,1.0,85.0,,2.0
33710,2020,06,006390,131,11,02,090117,5.0,5.0,20160063901311102,2.0,,,1.0,2.0,,2.0,38.0,,2.0
33711,2020,02,007606,087,11,04,150132,8.0,1.0,20200076060871104,3.0,1.0,3.0,1.0,2.0,,2.0,14.0,,6.0
33712,2020,07,015228,023,11,01,021809,2.0,2.0,20200152280231101,1.0,,,1.0,2.0,,2.0,40.0,,5.0
33713,2020,10,009523,029,11,03,240101,1.0,3.0,20190095230291103,3.0,1.0,3.0,1.0,2.0,,2.0,19.0,,6.0
33714,2020,07,007747,101,11,05,150105,8.0,1.0,20200077471011105,5.0,,,1.0,2.0,,2.0,4.0,,
33715,2020,01,007748,117,11,01,150121,8.0,1.0,20200077481171101,1.0,0.0,1.0,1.0,2.0,,2.0,79.0,,3.0
33716,2020,08,007789,108,11,02,150116,8.0,1.0,20200077891081102,2.0,,,1.0,2.0,,2.0,49.0,,2.0
33719,2020,11,007464,106,11,01,140202,4.0,7.0,20170074641061101,1.0,1.0,1.0,1.0,2.0,,1.0,22.0,,1.0
33726,2020,10,008347,094,11,02,160507,7.0,6.0,20200083470941102,3.0,1.0,2.0,2.0,,2.0,2.0,23.0,,1.0
33727,2020,12,005165,024,11,01,010609,7.0,7.0,20200051650241101,1.0,1.0,1.0,1.0,2.0,,1.0,56.0,,1.0
33731,2020,07,017819,068,11,02,150101,8.0,1.0,20200178190681102,3.0,,,1.0,2.0,,2.0,22.0,,6.0
33736,2020,01,006769,064,11,04,110201,2.0,2.0,20190067690641104,3.0,1.0,3.0,1.0,2.0,,2.0,19.0,,6.0
33737,2020,10,018569,096,11,02,160113,7.0,2.0,20200185690961102,3.0,1.0,3.0,1.0,2.0,,1.0,24.0,,6.0
33738,2020,08,017519,010,11,04,130901,4.0,4.0,20200175190101104,3.0,,,1.0,2.0,,1.0,23.0,,6.0
33741,2020,08,007134,166,11,01,130111,1.0,1.0,20180071341661101,1.0,,,1.0,2.0,,1.0,70.0,,2.0
33746,2020,04,010008,049,23,01,021801,2.0,2.0,20200100080492301,1.0,,,1.0,2.0,,1.0,46.0,,2.0
33749,2020,08,010200,035,12,02,140112,1.0,4.0,20190102000351202,2.0,,,1.0,2.0,,2.0,47.0,,1.0
33758,2020,02,008900,095,11,03,200805,1.0,5.0,20170089000951104,3.0,1.0,3.0,1.0,2.0,,1.0,20.0,,6.0
33759,2020,01,005437,016,11,01,030103,6.0,8.0,20200054370161101,1.0,1.0,1.0,1.0,2.0,,1.0,68.0,,1.0
33760,2020,01,007174,037,11,03,130702,1.0,4.0,20200071740371103,3.0,1.0,3.0,1.0,2.0,,1.0,15.0,,6.0
33761,2020,03,007860,104,11,01,150141,8.0,1.0,20200078601041101,1.0,1.0,1.0,1.0,2.0,,1.0,45.0,,2.0
33763,2020,02,005761,064,11,01,050801,5.0,5.0,20200057610641101,1.0,1.0,1.0,1.0,2.0,,1.0,60.0,,2.0
33766,2020,07,016644,100,11,03,090103,5.0,7.0,20200166441001103,3.0,,,1.0,2.0,,2.0,15.0,,6.0
33767,2020,07,015713,020,11,02,040128,6.0,4.0,20200157130201102,2.0,,,1.0,2.0,,2.0,44.0,,1.0
33768,2020,02,009750,123,11,04,250101,7.0,7.0,20180097501231105,3.0,1.0,3.0,1.0,2.0,,1.0,11.0,,
33769,2020,04,019694,331,11,05,220802,7.0,7.0,20200196943311105,3.0,,,1.0,2.0,,2.0,2.0,,
33770,2020,09,015012,059,11,04,010101,4.0,4.0,20200150120591104,3.0,,,1.0,2.0,,1.0,8.0,,
33771,2020,07,020249,013,11,06,250105,7.0,2.0,20200202490131106,3.0,,,1.0,2.0,,2.0,0.0,10.0,
33773,2020,08,016564,095,11,01,090705,5.0,7.0,20200165640951101,1.0,,,1.0,2.0,,1.0,42.0,,2.0
33776,2020,07,007710,087,11,07,150101,8.0,1.0,20170077100871104,0.0,,,,,,,,,
33778,2020,10,007291,031,11,04,140101,1.0,2.0,20200072910311104,5.0,2.0,3.0,1.0,1.0,,1.0,18.0,,6.0
33779,2020,06,009361,062,11,01,230101,3.0,2.0,20200093610621101,1.0,,,1.0,2.0,,1.0,59.0,,6.0
33783,2020,03,005367,089,11,03,030216,6.0,4.0,20200053670891103,11.0,0.0,1.0,1.0,2.0,,1.0,49.0,,6.0
33784,2020,10,019750,085,11,01,220901,7.0,2.0,20200197500851101,1.0,1.0,1.0,1.0,2.0,,1.0,91.0,,2.0
33787,2020,08,015333,017,11,06,020702,5.0,8.0,20200153330171106,3.0,,,1.0,2.0,,1.0,5.0,,
33788,2020,05,019134,002,11,01,190201,5.0,8.0,20200191340021101,1.0,,,1.0,2.0,,2.0,73.0,,3.0
33793,2020,07,016185,066,11,01,070106,8.0,1.0,20200161850661101,1.0,,,1.0,2.0,,2.0,52.0,,5.0
33794,2020,01,006266,053,11,02,080605,6.0,5.0,20160062660531102,2.0,1.0,2.0,1.0,2.0,,1.0,77.0,,2.0
33795,2020,06,006431,055,11,01,090206,5.0,7.0,20200064310551101,1.0,,,1.0,2.0,,1.0,41.0,,2.0
33797,2020,02,007135,109,11,01,130111,1.0,1.0,20190071351091101,1.0,0.0,1.0,1.0,2.0,,2.0,77.0,,3.0
33799,2020,07,015449,052,11,05,030304,6.0,6.0,20200154490521105,3.0,,,1.0,2.0,,2.0,21.0,,6.0
33801,2020,11,005184,042,11,02,021801,2.0,2.0,20190051840421102,2.0,1.0,2.0,1.0,2.0,,2.0,55.0,,2.0
33802,2020,11,006340,147,11,02,080803,6.0,7.0,20180063401471102,2.0,1.0,2.0,1.0,2.0,,2.0,64.0,,2.0
33803,2020,06,007243,126,11,01,131103,4.0,7.0,20190072431261101,1.0,,,1.0,2.0,,1.0,41.0,,2.0
33804,2020,06,015367,041,11,02,021007,5.0,8.0,20200153670411102,2.0,,,1.0,2.0,,2.0,46.0,,2.0
33805,2020,06,008696,045,11,01,190202,5.0,8.0,20170086960451101,1.0,,,1.0,2.0,,1.0,61.0,,2.0
33807,2020,08,016102,240,11,01,060101,4.0,7.0,20200161022401101,1.0,,,1.0,2.0,,1.0,62.0,,1.0
33810,2020,02,006148,063,11,02,070101,8.0,1.0,20160061480631102,2.0,1.0,2.0,1.0,2.0,,2.0,56.0,,2.0
33811,2020,06,008039,056,11,03,150811,2.0,5.0,20200080390561103,3.0,,,1.0,2.0,,2.0,3.0,,
33814,2020,11,010407,056,11,02,010306,4.0,5.0,20200104070561102,2.0,1.0,2.0,1.0,2.0,,2.0,36.0,,2.0
33815,2020,05,010401,021,11,01,010101,4.0,4.0,20170104010211103,1.0,,,1.0,2.0,,2.0,24.0,,5.0
33818,2020,10,018719,182,11,04,160110,7.0,7.0,20200187191821104,3.0,2.0,2.0,1.0,2.0,,2.0,24.0,,1.0
33820,2020,02,006287,001,11,01,080404,6.0,7.0,20170062870011101,1.0,1.0,1.0,1.0,2.0,,1.0,54.0,,2.0
33821,2020,07,015526,057,11,03,040110,6.0,1.0,20200155260571103,3.0,,,1.0,2.0,,2.0,20.0,,6.0
33823,2020,06,008639,103,11,01,190101,5.0,3.0,20200086391031101,1.0,,,1.0,2.0,,2.0,46.0,,5.0
33825,2020,04,005140,093,11,04,010514,4.0,8.0,20180051400931102,0.0,,,,,,,,,
33826,2020,10,015060,053,11,03,010205,7.0,5.0,20200150600531103,3.0,1.0,3.0,1.0,2.0,,1.0,17.0,,6.0
33831,2020,02,008723,038,11,04,190303,7.0,8.0,20200087230381104,10.0,0.0,1.0,2.0,,2.0,1.0,40.0,,5.0
33833,2020,08,005765,026,11,01,050407,7.0,7.0,20170057650261101,1.0,,,1.0,2.0,,1.0,36.0,,1.0
33834,2020,03,010297,057,11,02,180101,3.0,3.0,20200102970571102,7.0,0.0,1.0,1.0,2.0,,1.0,71.0,,3.0
33840,2020,12,005825,078,11,01,050607,5.0,7.0,20200058250781101,1.0,1.0,1.0,1.0,2.0,,1.0,36.0,,1.0
33845,2020,09,008427,084,11,01,170103,7.0,5.0,20200084270841101,1.0,,,1.0,2.0,,1.0,29.0,,1.0
33846,2020,03,015160,053,11,03,010205,7.0,7.0,20200151600531103,3.0,,,1.0,2.0,,1.0,9.0,,
33849,2020,03,009323,038,11,04,230102,3.0,2.0,20200093230381104,6.0,,,1.0,2.0,,2.0,69.0,,3.0
33850,2020,08,008296,062,11,05,160206,7.0,5.0,20200082960621105,3.0,,,1.0,2.0,,2.0,12.0,,6.0
33851,2020,09,009863,077,11,02,230110,3.0,2.0,20200098630771102,2.0,,,1.0,2.0,,2.0,31.0,,1.0
33852,2020,05,017877,008,11,01,150101,8.0,1.0,20200178770081101,1.0,,,1.0,2.0,,2.0,51.0,,1.0
33854,2020,04,009308,174,11,03,220910,7.0,7.0,20180093081741103,3.0,,,1.0,2.0,,1.0,31.0,,1.0
33856,2020,08,018512,052,11,03,150106,8.0,1.0,20200185120521103,3.0,,,1.0,2.0,,2.0,20.0,,5.0
33857,2020,08,020081,014,11,01,240101,1.0,3.0,20200200810141101,1.0,,,1.0,2.0,,1.0,50.0,,1.0
33860,2020,08,008747,081,11,05,200101,1.0,2.0,20190087470811106,3.0,,,1.0,2.0,,2.0,15.0,,6.0
33861,2020,07,008395,006,11,05,170101,7.0,3.0,20200083950061105,3.0,,,1.0,2.0,,1.0,4.0,,
33862,2020,04,018148,012,11,02,150118,8.0,1.0,20200181480121102,2.0,,,1.0,2.0,,2.0,31.0,,1.0
33865,2020,07,015955,010,11,04,060101,4.0,2.0,20200159550101104,5.0,,,1.0,2.0,,2.0,19.0,,6.0
33866,2020,02,007413,101,11,02,140113,1.0,5.0,20200074131011102,2.0,1.0,2.0,1.0,2.0,,2.0,33.0,,1.0
33868,2020,05,016049,274,11,02,060101,4.0,7.0,20200160492741102,2.0,,,1.0,2.0,,2.0,35.0,,2.0
33869,2020,11,008294,041,11,06,160206,7.0,5.0,20200082940411106,3.0,1.0,3.0,1.0,2.0,,2.0,3.0,,
33873,2020,07,006282,083,11,02,080909,6.0,7.0,20160062820831102,2.0,,,1.0,2.0,,2.0,46.0,,1.0
33875,2020,07,018762,133,11,03,160108,7.0,8.0,20200187621331103,3.0,,,1.0,2.0,,1.0,18.0,,6.0
33880,2020,08,008845,090,11,04,200601,1.0,2.0,20190088450901104,3.0,,,1.0,2.0,,2.0,1.0,,
33881,2020,06,010073,085,11,01,061104,4.0,7.0,20160100730851101,1.0,,,1.0,2.0,,1.0,51.0,,1.0
33884,2020,10,020325,064,11,02,250203,7.0,8.0,20200203250641102,2.0,1.0,2.0,1.0,2.0,,2.0,18.0,,1.0
33885,2020,01,008764,125,11,02,200115,1.0,2.0,20180087641251102,2.0,1.0,2.0,1.0,2.0,,2.0,60.0,,2.0
33886,2020,04,005518,128,11,04,040102,6.0,1.0,20200055181281104,3.0,,,1.0,2.0,,1.0,7.0,,
33887,2020,12,008472,150,11,05,180101,3.0,3.0,20200084721501105,4.0,2.0,1.0,1.0,2.0,,1.0,37.0,,1.0
33890,2020,08,017809,068,11,01,150125,8.0,1.0,20200178090681101,1.0,,,1.0,2.0,,1.0,37.0,,6.0
33893,2020,09,008737,167,11,03,190306,7.0,8.0,20190087371671103,3.0,,,1.0,2.0,,2.0,18.0,,6.0
33894,2020,10,008732,049,11,02,190307,7.0,7.0,20200087320491102,2.0,1.0,2.0,1.0,2.0,,2.0,25.0,,1.0
33896,2020,07,019651,002,11,02,220809,7.0,5.0,20200196510021102,2.0,,,1.0,2.0,,2.0,53.0,,2.0
33898,2020,08,011398,110,11,07,090707,5.0,8.0,20200113981101107,3.0,,,1.0,2.0,,1.0,3.0,,
33900,2020,10,005121,115,11,03,010705,7.0,7.0,20190051211151103,5.0,0.0,1.0,1.0,2.0,,1.0,11.0,,
33901,2020,01,005386,028,11,01,030606,6.0,7.0,20200053860281101,1.0,0.0,1.0,1.0,2.0,,2.0,83.0,,3.0
33902,2020,06,015867,040,11,01,050406,5.0,7.0,20200158670401101,1.0,,,1.0,2.0,,1.0,81.0,,5.0
33906,2020,02,009963,024,11,03,220101,7.0,7.0,20200099630241103,3.0,1.0,3.0,1.0,2.0,,2.0,12.0,,6.0
33909,2020,05,018173,104,11,01,150130,8.0,1.0,20200181731041101,1.0,,,1.0,1.0,,2.0,43.0,,4.0
33910,2020,07,007537,055,11,05,150135,8.0,1.0,20200075370551105,5.0,,,1.0,2.0,,1.0,12.0,,6.0
33912,2020,06,005766,015,11,07,050407,7.0,8.0,20200057660151107,5.0,,,1.0,2.0,,2.0,4.0,,
33913,2020,05,006003,122,11,06,060101,4.0,7.0,20200060031221106,4.0,,,1.0,2.0,,2.0,38.0,,1.0
33919,2020,01,009306,100,11,05,220708,7.0,7.0,20180093061001105,3.0,1.0,3.0,1.0,2.0,,1.0,2.0,,
33920,2020,01,006613,108,11,04,101106,5.0,7.0,20160066131081105,3.0,1.0,3.0,1.0,2.0,,2.0,17.0,,6.0
33922,2020,02,008187,038,11,10,160108,7.0,2.0,20200081870381110,7.0,3.0,3.0,2.0,,2.0,2.0,9.0,,
33923,2020,06,016203,128,11,02,070106,8.0,1.0,20200162031281102,2.0,,,1.0,2.0,,2.0,34.0,,2.0
33924,2020,04,006095,019,11,04,070102,8.0,1.0,20170060950191105,4.0,,,1.0,2.0,,1.0,44.0,,1.0
33927,2020,10,005177,038,11,04,021801,2.0,2.0,20200051770381104,5.0,0.0,1.0,2.0,,1.0,1.0,17.0,,6.0
33928,2020,08,018140,068,11,01,150133,8.0,1.0,20200181400681101,1.0,,,1.0,2.0,,1.0,47.0,,1.0
33930,2020,04,016488,086,11,02,081101,6.0,8.0,20200164880861102,2.0,,,1.0,2.0,,2.0,18.0,,1.0
33931,2020,03,009621,107,11,02,250105,7.0,2.0,20180096211071102,3.0,1.0,3.0,1.0,2.0,,1.0,34.0,,6.0
33936,2020,04,010188,068,11,01,130804,4.0,7.0,20190101880681101,1.0,,,1.0,2.0,,1.0,87.0,,2.0
33938,2020,08,016562,093,11,04,090601,5.0,6.0,20200165620931104,3.0,,,1.0,2.0,,1.0,10.0,,
33939,2020,06,015278,069,11,03,021502,5.0,7.0,20200152780691103,5.0,,,1.0,2.0,,1.0,16.0,,6.0
33943,2020,09,020051,059,11,04,240101,1.0,3.0,20200200510591104,3.0,1.0,3.0,1.0,2.0,,2.0,1.0,,
33944,2020,12,017788,052,11,01,140203,4.0,6.0,20200177880521101,1.0,1.0,1.0,1.0,2.0,,1.0,26.0,,1.0
33946,2020,01,005940,129,11,03,061308,4.0,7.0,20170059401291103,3.0,1.0,3.0,1.0,2.0,,1.0,15.0,,6.0
33947,2020,08,010285,070,11,07,160105,7.0,7.0,20180102850701108,11.0,,,1.0,2.0,,1.0,72.0,,5.0
33948,2020,06,008615,032,11,02,190113,5.0,3.0,20190086150321102,2.0,,,1.0,2.0,,2.0,25.0,,1.0
33955,2020,03,007671,084,11,04,150103,8.0,1.0,20200076710841104,3.0,2.0,1.0,1.0,2.0,,2.0,30.0,,1.0
33957,2020,06,006131,044,11,01,070101,8.0,1.0,20170061310441101,1.0,,,1.0,2.0,,2.0,75.0,,3.0
33960,2020,06,018126,041,11,01,150141,8.0,1.0,20200181260411101,1.0,,,1.0,2.0,,1.0,52.0,,2.0
33963,2020,10,019181,121,11,04,200104,1.0,2.0,20200191811211104,3.0,1.0,3.0,1.0,2.0,,1.0,7.0,,
33965,2020,10,008200,054,11,01,160101,7.0,2.0,20200082000541101,1.0,1.0,1.0,1.0,2.0,,1.0,53.0,,1.0
33966,2020,03,009841,012,11,05,230110,3.0,2.0,20170098410121105,3.0,1.0,3.0,1.0,2.0,,2.0,20.0,,6.0
33967,2020,08,006017,016,11,04,060202,4.0,7.0,20200060170161104,5.0,,,1.0,2.0,,1.0,12.0,,6.0
33969,2020,02,010062,102,11,02,060101,4.0,2.0,20200100621021102,2.0,1.0,2.0,1.0,2.0,,2.0,42.0,,1.0
33970,2020,09,006647,059,11,01,100804,5.0,7.0,20160066470591102,1.0,,,1.0,2.0,,1.0,64.0,,2.0
33975,2020,07,005592,096,11,02,040204,3.0,4.0,20200055920961102,5.0,,,1.0,2.0,,2.0,10.0,,
33980,2020,11,007485,002,11,01,150106,8.0,1.0,20200074850021101,1.0,1.0,1.0,1.0,2.0,,1.0,48.0,,1.0
33982,2020,12,006609,026,11,01,100322,5.0,6.0,20200066090261101,1.0,1.0,1.0,1.0,2.0,,1.0,50.0,,2.0
33987,2020,01,009970,019,11,03,081003,6.0,8.0,20180099700191103,6.0,0.0,1.0,1.0,2.0,,2.0,83.0,,3.0
33988,2020,09,006881,069,11,02,120114,5.0,2.0,20190068810691102,2.0,,,1.0,2.0,,2.0,75.0,,2.0
33990,2020,10,015603,083,11,01,040102,6.0,1.0,20200156030831101,1.0,1.0,1.0,1.0,2.0,,2.0,47.0,,2.0
33992,2020,04,016289,066,11,01,070101,8.0,1.0,20200162890661101,1.0,,,1.0,2.0,,2.0,47.0,,5.0
33993,2020,04,005969,046,11,02,060703,4.0,7.0,20200059690461102,2.0,,,1.0,2.0,,2.0,35.0,,1.0
33994,2020,08,015613,060,11,02,040104,6.0,1.0,20200156130601102,2.0,,,1.0,2.0,,2.0,60.0,,2.0
33995,2020,03,006409,077,11,01,090714,5.0,8.0,20200064090771101,1.0,,,1.0,2.0,,1.0,44.0,,2.0
33996,2020,09,006191,008,11,01,080104,6.0,2.0,20170061910081101,1.0,,,1.0,2.0,,2.0,71.0,,3.0
33999,2020,06,005111,071,11,02,010702,7.0,8.0,20160051110711102,2.0,,,1.0,2.0,,2.0,42.0,,1.0
34000,2020,09,008714,012,11,01,190107,5.0,7.0,20200087140121101,1.0,,,1.0,2.0,,1.0,49.0,,2.0
34001,2020,09,016274,089,22,03,070106,8.0,1.0,20200162740892203,3.0,1.0,3.0,1.0,2.0,,2.0,3.0,,
34008,2020,08,017716,048,11,02,140303,1.0,5.0,20200177160481102,2.0,,,1.0,2.0,,1.0,96.0,,2.0
34010,2020,08,006077,008,11,08,070106,8.0,1.0,20160060770082204,7.0,,,1.0,2.0,,2.0,7.0,,
34012,2020,01,008452,020,11,01,170101,7.0,7.0,20200084520201101,1.0,1.0,1.0,1.0,2.0,,1.0,46.0,,1.0
34013,2020,05,019134,029,11,02,190201,5.0,8.0,20200191340291102,6.0,,,1.0,2.0,,1.0,84.0,,2.0
34014,2020,07,005438,049,11,02,030102,6.0,6.0,20200054380491102,2.0,,,1.0,2.0,,2.0,61.0,,2.0
34016,2020,02,005319,015,11,01,020401,5.0,6.0,20200053190151101,1.0,1.0,1.0,1.0,2.0,,1.0,61.0,,2.0
34017,2020,01,007149,042,33,01,130102,1.0,1.0,20200071490423301,1.0,1.0,1.0,1.0,2.0,,1.0,42.0,,2.0
34021,2020,08,015770,213,11,02,040111,6.0,7.0,20200157702131102,2.0,,,1.0,2.0,,2.0,62.0,,2.0
34027,2020,01,009917,027,11,02,240105,1.0,8.0,20160099170271102,2.0,1.0,2.0,1.0,2.0,,2.0,72.0,,1.0
34028,2020,11,005119,049,11,02,010705,7.0,7.0,20170051190491101,2.0,1.0,2.0,1.0,2.0,,2.0,45.0,,2.0
34030,2020,05,015946,498,11,02,050510,7.0,7.0,20200159464981102,2.0,,,1.0,2.0,,2.0,39.0,,1.0
34031,2020,10,009702,008,11,02,250302,7.0,5.0,20190097020081102,2.0,1.0,2.0,1.0,2.0,,2.0,54.0,,2.0
34032,2020,10,007291,061,11,02,140101,1.0,2.0,20200072910611102,3.0,1.0,1.0,1.0,2.0,,2.0,38.0,,5.0
34034,2020,05,016900,007,11,01,110101,2.0,2.0,20200169000071101,1.0,,,1.0,2.0,,1.0,37.0,,6.0
