,year,MES,CONGLOME,VIVIENDA,HOGAR,CODPERSO,UBIGEO,DOMINIO,ESTRATO,P201P,P203,P203A,P203B,P204,P205,P206,P207,P208A,P208B,P209
438,2020,11,018155,048,11,01,150143,8.0,1.0,20200181550481101,1.0,0.0,1.0,1.0,2.0,,2.0,73.0,,6.0
441,2020,01,006632,076,11,01,100101,5.0,8.0,20200066320761101,1.0,1.0,1.0,1.0,2.0,,2.0,64.0,,3.0
442,2020,03,009185,074,11,02,220106,7.0,6.0,20200091850741102,2.0,,,1.0,2.0,,2.0,72.0,,1.0
443,2020,12,015951,220,11,07,050407,7.0,7.0,20200159512201107,3.0,1.0,3.0,1.0,2.0,,1.0,3.0,,
444,2020,01,007195,105,11,03,130207,1.0,5.0,20200071951051103,7.0,1.0,3.0,1.0,2.0,,2.0,25.0,,6.0
446,2020,03,006733,107,11,03,110101,2.0,2.0,20160067331071103,4.0,1.0,2.0,1.0,2.0,,2.0,41.0,,2.0
447,2020,12,017907,014,11,02,150110,8.0,1.0,20200179070141102,3.0,1.0,3.0,1.0,2.0,,1.0,29.0,,6.0
448,2020,04,009313,089,11,01,230102,3.0,2.0,20170093130891101,1.0,,,1.0,2.0,,1.0,40.0,,1.0
450,2020,06,017361,003,11,06,130102,1.0,1.0,20200173610031106,3.0,,,1.0,2.0,,2.0,4.0,,
452,2020,06,020042,083,11,01,230203,6.0,6.0,20200200420831101,1.0,,,1.0,2.0,,1.0,39.0,,2.0
453,2020,05,009077,018,11,01,210603,6.0,8.0,20190090770181101,1.0,,,1.0,2.0,,1.0,49.0,,6.0
455,2020,04,019258,028,11,04,200701,1.0,3.0,20200192580281104,3.0,,,1.0,2.0,,2.0,30.0,,6.0
458,2020,09,008018,023,11,05,150805,2.0,2.0,20200080180231105,3.0,,,1.0,2.0,,1.0,30.0,,1.0
460,2020,10,006204,010,11,01,080108,6.0,2.0,20200062040101101,1.0,0.0,1.0,1.0,2.0,,1.0,86.0,,3.0
462,2020,03,009378,065,11,02,230110,3.0,2.0,20200093780651102,2.0,1.0,2.0,1.0,2.0,,2.0,45.0,,2.0
465,2020,06,015443,015,11,04,030201,6.0,3.0,20200154430151104,3.0,,,1.0,2.0,,2.0,27.0,,6.0
466,2020,01,008709,074,11,01,190104,5.0,7.0,20200087090741101,1.0,1.0,1.0,1.0,2.0,,1.0,33.0,,1.0
468,2020,09,007592,159,11,04,150128,8.0,1.0,20200075921591104,3.0,1.0,3.0,1.0,2.0,,2.0,23.0,,6.0
470,2020,06,007705,003,11,04,150101,8.0,1.0,20180077050031103,7.0,,,1.0,2.0,,2.0,23.0,,6.0
471,2020,08,007996,097,11,04,150201,2.0,3.0,20200079960971104,7.0,,,1.0,2.0,,1.0,28.0,,6.0
473,2020,02,007146,002,11,02,130102,1.0,1.0,20180071460021102,2.0,1.0,2.0,1.0,2.0,,2.0,40.0,,1.0
474,2020,11,015328,086,11,02,020202,5.0,8.0,20200153280861102,2.0,1.0,2.0,1.0,2.0,,2.0,23.0,,1.0
475,2020,07,009514,075,11,01,240101,1.0,3.0,20200095140751101,1.0,,,1.0,2.0,,1.0,38.0,,1.0
478,2020,11,020050,044,11,04,240101,1.0,3.0,20200200500441104,3.0,1.0,3.0,1.0,2.0,,2.0,10.0,,
479,2020,11,017847,120,11,02,150135,8.0,1.0,20200178471201102,2.0,1.0,2.0,1.0,2.0,,2.0,46.0,,2.0
480,2020,01,008823,109,11,02,200501,1.0,3.0,20160088231091102,3.0,1.0,3.0,1.0,2.0,,1.0,22.0,,6.0
481,2020,03,010018,117,11,05,021205,5.0,7.0,20200100181171105,3.0,2.0,1.0,1.0,2.0,,1.0,21.0,,1.0
483,2020,08,010158,024,11,01,120608,7.0,7.0,20180101580241101,1.0,,,1.0,2.0,,1.0,31.0,,1.0
485,2020,06,005363,066,11,05,030602,6.0,5.0,20160053630661105,3.0,,,1.0,2.0,,1.0,13.0,,6.0
486,2020,07,018958,036,11,03,180301,3.0,3.0,20200189580361103,3.0,,,1.0,2.0,,1.0,43.0,,5.0
487,2020,01,005851,016,11,02,060101,4.0,2.0,20200058510161102,2.0,1.0,2.0,1.0,2.0,,2.0,35.0,,1.0
490,2020,08,008628,094,11,02,190109,5.0,3.0,20200086280941102,2.0,,,1.0,2.0,,2.0,56.0,,2.0
491,2020,05,006185,200,11,01,070104,8.0,1.0,20200061852001101,1.0,,,1.0,2.0,,1.0,74.0,,3.0
495,2020,08,011407,080,11,04,160106,7.0,7.0,20200114070801104,3.0,,,1.0,2.0,,2.0,20.0,,6.0
496,2020,02,005810,129,11,05,051108,5.0,7.0,20170058101291105,3.0,1.0,3.0,1.0,2.0,,2.0,3.0,,
498,2020,04,006590,031,11,01,100505,5.0,8.0,20170065900311101,1.0,,,1.0,2.0,,2.0,71.0,,3.0
505,2020,01,008321,161,11,03,160107,7.0,7.0,20160083211611103,3.0,1.0,3.0,1.0,2.0,,2.0,17.0,,6.0
506,2020,09,008443,012,11,05,170204,7.0,7.0,20170084430121105,3.0,,,1.0,2.0,,2.0,10.0,,
507,2020,05,017841,006,11,04,150130,8.0,1.0,20200178410061104,3.0,,,1.0,2.0,,1.0,10.0,,
511,2020,07,007538,027,11,02,150117,8.0,1.0,20170075380271102,2.0,,,1.0,2.0,,2.0,45.0,,1.0
513,2020,12,008911,011,11,02,200601,1.0,7.0,20200089110111102,2.0,1.0,2.0,1.0,2.0,,2.0,51.0,,1.0
514,2020,11,005662,207,11,02,040401,6.0,7.0,20160056622071101,2.0,1.0,2.0,1.0,2.0,,1.0,62.0,,1.0
515,2020,07,009419,034,11,02,230302,6.0,5.0,20200094190341102,2.0,,,1.0,2.0,,2.0,55.0,,2.0
516,2020,11,008768,055,11,05,200115,1.0,2.0,20200087680551105,3.0,1.0,3.0,1.0,2.0,,1.0,8.0,,
517,2020,09,009524,061,11,02,240201,1.0,5.0,20200095240611102,2.0,1.0,2.0,1.0,2.0,,2.0,41.0,,1.0
522,2020,04,010567,121,11,04,110106,2.0,2.0,20200105671211104,3.0,,,1.0,2.0,,2.0,19.0,,6.0
523,2020,05,006624,045,11,03,100104,5.0,7.0,20200066240451103,3.0,,,1.0,2.0,,1.0,14.0,,6.0
533,2020,04,006308,097,11,02,081106,7.0,7.0,20200063080971102,3.0,,,1.0,2.0,,1.0,27.0,,1.0
535,2020,10,005579,008,11,01,040107,6.0,1.0,20200055790081101,1.0,1.0,1.0,1.0,2.0,,2.0,45.0,,5.0
536,2020,05,018838,173,11,02,170103,7.0,5.0,20200188381731102,2.0,,,1.0,2.0,,2.0,38.0,,1.0
537,2020,03,009546,017,11,02,240102,1.0,5.0,20200095460171102,3.0,1.0,3.0,1.0,2.0,,1.0,14.0,,6.0
539,2020,01,006394,091,11,05,090716,5.0,7.0,20200063940911105,5.0,2.0,3.0,1.0,2.0,,1.0,13.0,,6.0
545,2020,09,019117,020,11,04,190307,7.0,5.0,20200191170201104,6.0,,,1.0,2.0,,2.0,67.0,,3.0
551,2020,04,007050,062,11,04,120135,5.0,8.0,20200070500621104,3.0,,,1.0,2.0,,1.0,7.0,,
552,2020,10,007387,091,11,02,140205,1.0,5.0,20200073870911102,2.0,1.0,2.0,1.0,2.0,,2.0,57.0,,2.0
555,2020,04,010043,099,11,02,040128,6.0,5.0,20160100430991102,2.0,,,1.0,2.0,,2.0,38.0,,1.0
557,2020,03,008675,028,11,03,190107,5.0,5.0,20200086750281103,3.0,2.0,1.0,1.0,2.0,,2.0,26.0,,5.0
559,2020,03,009664,069,11,03,250101,7.0,2.0,20200096640691103,3.0,1.0,3.0,1.0,2.0,,1.0,29.0,,6.0
560,2020,11,008618,064,11,06,190113,5.0,3.0,20200086180641106,3.0,1.0,3.0,1.0,2.0,,1.0,17.0,,6.0
561,2020,08,016798,006,11,03,100701,5.0,7.0,20200167980061103,3.0,,,1.0,2.0,,2.0,15.0,,6.0
563,2020,03,008052,033,11,02,150601,2.0,3.0,20200080520331102,5.0,0.0,1.0,1.0,2.0,,2.0,13.0,,6.0
566,2020,05,010240,070,11,02,150133,8.0,1.0,20190102400701102,2.0,,,1.0,2.0,,2.0,50.0,,2.0
567,2020,11,005842,100,11,01,050701,5.0,7.0,20180058421001101,1.0,0.0,1.0,1.0,2.0,,1.0,63.0,,5.0
569,2020,03,007650,055,11,01,150118,8.0,1.0,20170076500551101,1.0,1.0,1.0,1.0,2.0,,1.0,44.0,,1.0
571,2020,05,005525,111,11,06,040110,6.0,1.0,20190055251111106,5.0,,,1.0,2.0,,1.0,15.0,,6.0
573,2020,02,006542,047,33,01,100601,7.0,4.0,20200065420473301,1.0,1.0,1.0,1.0,2.0,,2.0,55.0,,6.0
577,2020,05,005488,014,11,02,040104,6.0,1.0,20200054880141102,2.0,,,1.0,2.0,,1.0,47.0,,1.0
579,2020,10,018202,090,11,02,150142,8.0,1.0,20200182020901102,2.0,1.0,2.0,1.0,2.0,,2.0,76.0,,2.0
580,2020,01,009527,102,11,01,240201,1.0,5.0,20200095271021101,1.0,1.0,1.0,1.0,2.0,,1.0,88.0,,2.0
582,2020,04,006472,066,11,01,090401,5.0,6.0,20190064720661101,1.0,,,1.0,2.0,,2.0,34.0,,1.0
583,2020,01,008760,093,11,03,200101,1.0,2.0,20200087600931103,3.0,1.0,3.0,1.0,2.0,,1.0,11.0,,
584,2020,02,008016,026,11,03,150805,2.0,2.0,20200080160261103,3.0,1.0,3.0,1.0,2.0,,1.0,15.0,,6.0
587,2020,04,016831,114,11,04,100101,7.0,8.0,20200168311141104,3.0,,,1.0,2.0,,2.0,13.0,,6.0
588,2020,03,006083,072,11,02,070103,8.0,1.0,20190060830721102,2.0,1.0,2.0,1.0,2.0,,2.0,58.0,,2.0
590,2020,01,008987,019,11,01,210301,6.0,5.0,20200089870191101,1.0,1.0,1.0,1.0,2.0,,2.0,46.0,,3.0
596,2020,12,005064,038,11,06,010509,4.0,5.0,20190050640381105,5.0,0.0,1.0,1.0,2.0,,2.0,6.0,,
597,2020,08,007273,042,11,01,130812,4.0,6.0,20170072730421101,1.0,,,1.0,2.0,,1.0,68.0,,2.0
601,2020,03,011306,114,11,04,240102,1.0,8.0,20200113061141104,11.0,2.0,1.0,1.0,2.0,,1.0,31.0,,6.0
602,2020,04,016948,002,11,02,110202,2.0,5.0,20200169480021102,2.0,,,1.0,2.0,,2.0,26.0,,2.0
603,2020,05,009977,083,11,04,100311,5.0,7.0,20200099770831104,3.0,,,1.0,2.0,,2.0,3.0,,
605,2020,02,006979,068,11,01,120132,5.0,5.0,20200069790681101,1.0,0.0,1.0,1.0,2.0,,2.0,28.0,,5.0
606,2020,02,008509,142,11,02,180101,3.0,3.0,20160085091421102,2.0,1.0,2.0,1.0,2.0,,2.0,44.0,,1.0
607,2020,09,005101,090,11,01,010701,7.0,7.0,20200051010901101,1.0,,,1.0,2.0,,1.0,51.0,,2.0
612,2020,03,005667,007,11,06,040520,6.0,7.0,20190056670071106,4.0,2.0,2.0,1.0,2.0,,2.0,20.0,,1.0
613,2020,11,016336,125,11,02,080104,6.0,2.0,20200163361251102,2.0,1.0,2.0,1.0,2.0,,2.0,47.0,,1.0
616,2020,07,009309,074,22,01,220908,7.0,7.0,20200093090742201,1.0,,,1.0,2.0,,1.0,32.0,,1.0
619,2020,05,006003,075,11,02,060101,4.0,7.0,20200060030751102,2.0,,,1.0,2.0,,2.0,52.0,,2.0
620,2020,06,015002,006,11,01,010101,4.0,4.0,20200150020061101,1.0,,,1.0,2.0,,2.0,48.0,,3.0
623,2020,04,006095,038,11,01,070102,8.0,1.0,20180060950381102,1.0,,,1.0,2.0,,2.0,62.0,,2.0
625,2020,01,006483,027,11,05,090306,5.0,7.0,20180064830271105,3.0,1.0,3.0,1.0,2.0,,1.0,16.0,,6.0
626,2020,01,009460,098,11,04,230108,3.0,8.0,20180094600981104,3.0,1.0,3.0,1.0,2.0,,2.0,12.0,,6.0
630,2020,09,008216,021,11,03,160101,7.0,2.0,20200082160211103,3.0,0.0,1.0,1.0,2.0,,1.0,52.0,,5.0
631,2020,09,016173,110,11,02,070101,8.0,1.0,20200161731101102,2.0,1.0,2.0,1.0,2.0,,2.0,70.0,,2.0
632,2020,05,007751,115,11,02,150121,8.0,1.0,20190077511151102,2.0,,,1.0,2.0,,2.0,63.0,,2.0
634,2020,05,020197,001,11,04,250107,7.0,2.0,20200201970011104,4.0,,,1.0,2.0,,1.0,39.0,,1.0
635,2020,01,008798,013,12,01,200104,1.0,2.0,20200087980131201,1.0,1.0,1.0,1.0,2.0,,1.0,70.0,,2.0
636,2020,12,010305,148,12,05,200101,1.0,2.0,20180103051481106,3.0,1.0,3.0,1.0,2.0,,2.0,16.0,,6.0
637,2020,01,005675,039,11,05,040514,6.0,6.0,20200056750391105,3.0,1.0,3.0,1.0,2.0,,1.0,11.0,,
642,2020,11,019550,005,11,01,210503,6.0,8.0,20200195500051101,1.0,0.0,1.0,1.0,2.0,,2.0,84.0,,3.0
643,2020,02,005532,100,11,02,040110,6.0,1.0,20200055321001102,2.0,1.0,2.0,1.0,2.0,,2.0,34.0,,1.0
645,2020,09,009853,019,11,07,160202,7.0,6.0,20180098530191107,5.0,2.0,3.0,1.0,2.0,,1.0,2.0,,
647,2020,11,008883,036,11,02,200202,1.0,5.0,20200088830361102,2.0,1.0,2.0,1.0,2.0,,2.0,46.0,,2.0
649,2020,04,018720,145,11,02,160106,7.0,7.0,20200187201451102,2.0,,,1.0,2.0,,2.0,26.0,,1.0
651,2020,07,017246,027,11,01,120422,5.0,6.0,20200172460271101,1.0,,,1.0,2.0,,1.0,70.0,,2.0
653,2020,10,008593,076,11,08,180202,6.0,8.0,20200085930761108,5.0,2.0,3.0,2.0,,2.0,1.0,3.0,,
654,2020,09,006878,038,11,01,110305,2.0,8.0,20200068780381101,1.0,,,1.0,2.0,,1.0,49.0,,1.0
655,2020,11,005231,145,11,02,021804,5.0,7.0,20190052311451102,2.0,1.0,2.0,1.0,2.0,,2.0,61.0,,1.0
656,2020,07,009825,118,11,01,170104,7.0,5.0,20190098251181101,1.0,,,1.0,2.0,,2.0,21.0,,5.0
659,2020,06,015771,080,11,05,040513,6.0,6.0,20200157710801105,3.0,,,2.0,,2.0,1.0,32.0,,6.0
662,2020,07,015413,002,11,01,030216,6.0,3.0,20200154130021101,1.0,,,1.0,2.0,,2.0,26.0,,5.0
667,2020,07,009815,050,11,03,090114,5.0,7.0,20180098150501103,3.0,,,1.0,2.0,,1.0,10.0,,
668,2020,12,015525,112,11,03,040101,6.0,1.0,20200155251121103,3.0,1.0,3.0,1.0,2.0,,1.0,15.0,,6.0
669,2020,03,009895,045,11,04,230102,3.0,2.0,20190098950451107,5.0,,,1.0,2.0,,1.0,1.0,,
671,2020,10,009603,042,11,02,250105,7.0,2.0,20160096030421102,2.0,1.0,2.0,1.0,2.0,,2.0,40.0,,1.0
672,2020,02,007563,082,11,02,150110,8.0,1.0,20200075630821102,3.0,1.0,3.0,1.0,2.0,,1.0,44.0,,6.0
673,2020,01,005737,033,11,01,050501,5.0,5.0,20200057370331101,1.0,1.0,1.0,1.0,2.0,,1.0,49.0,,2.0
674,2020,12,015370,364,11,01,022001,5.0,7.0,20200153703641101,1.0,1.0,1.0,1.0,2.0,,1.0,46.0,,2.0
675,2020,12,015874,164,11,04,050505,5.0,7.0,20200158741641104,3.0,1.0,3.0,1.0,2.0,,1.0,8.0,,
677,2020,10,005906,071,11,01,060201,4.0,5.0,20190059060711101,1.0,1.0,1.0,1.0,2.0,,2.0,45.0,,3.0
680,2020,07,005592,030,11,07,040204,3.0,4.0,20200055920301107,5.0,,,1.0,2.0,,1.0,4.0,,
685,2020,08,019174,146,11,05,190301,7.0,7.0,20200191741461105,3.0,,,1.0,2.0,,2.0,7.0,,
688,2020,09,009294,114,11,01,221005,7.0,7.0,20200092941141101,1.0,1.0,1.0,1.0,2.0,,1.0,20.0,,1.0
690,2020,07,017145,066,11,04,120101,5.0,2.0,20200171450661104,3.0,,,1.0,2.0,,1.0,17.0,,6.0
691,2020,05,018785,042,11,02,170101,7.0,3.0,20200187850421102,2.0,,,1.0,2.0,,2.0,56.0,,1.0
693,2020,04,010008,002,11,03,021801,2.0,2.0,20200100080021103,3.0,,,1.0,2.0,,1.0,31.0,,6.0
696,2020,01,007985,021,11,03,150203,2.0,4.0,20200079850211103,3.0,2.0,1.0,1.0,2.0,,2.0,34.0,,5.0
697,2020,01,006359,101,11,01,090101,5.0,4.0,20200063591011101,1.0,1.0,1.0,1.0,2.0,,2.0,44.0,,5.0
699,2020,04,019162,031,11,07,190304,7.0,6.0,20200191620311107,3.0,,,1.0,2.0,,1.0,0.0,1.0,
703,2020,02,008335,039,11,01,160104,7.0,7.0,20170083350391101,1.0,1.0,1.0,1.0,2.0,,1.0,77.0,,1.0
704,2020,01,009967,043,11,03,190101,5.0,3.0,20200099670431103,3.0,1.0,3.0,1.0,2.0,,2.0,14.0,,6.0
706,2020,01,005303,018,11,02,022008,5.0,6.0,20200053030181102,2.0,1.0,2.0,1.0,2.0,,2.0,27.0,,1.0
707,2020,03,009560,041,11,04,240301,1.0,5.0,20190095600411104,3.0,,,1.0,2.0,,1.0,1.0,,
708,2020,10,008200,033,11,02,160101,7.0,2.0,20200082000331102,3.0,1.0,3.0,1.0,2.0,,2.0,21.0,,6.0
710,2020,07,019929,058,11,04,230110,3.0,2.0,20200199290581104,3.0,,,1.0,2.0,,1.0,17.0,,6.0
716,2020,06,010315,021,11,02,200606,1.0,5.0,20170103150211102,2.0,,,1.0,2.0,,2.0,42.0,,2.0
717,2020,10,018569,064,11,01,160113,7.0,2.0,20200185690641101,1.0,1.0,1.0,1.0,2.0,,1.0,44.0,,1.0
718,2020,08,007353,099,11,05,140106,1.0,2.0,20170073530991105,3.0,,,1.0,2.0,,2.0,42.0,,1.0
719,2020,05,016101,270,11,03,060106,4.0,7.0,20200161012701103,3.0,,,1.0,2.0,,1.0,3.0,,
722,2020,03,007411,037,11,04,140113,1.0,5.0,20200074110371104,3.0,1.0,3.0,1.0,2.0,,2.0,16.0,,6.0
723,2020,01,010176,123,11,03,130702,1.0,4.0,20200101761231103,3.0,1.0,3.0,1.0,2.0,,2.0,40.0,,6.0
724,2020,08,016175,123,11,01,070106,8.0,1.0,20200161751231101,1.0,,,1.0,2.0,,2.0,55.0,,5.0
726,2020,06,010082,149,11,04,070101,8.0,1.0,20200100821491104,5.0,,,1.0,2.0,,1.0,0.0,9.0,
727,2020,10,007102,021,11,01,130101,1.0,1.0,20190071020211101,1.0,1.0,1.0,1.0,2.0,,1.0,54.0,,5.0
728,2020,11,007104,151,11,02,130101,1.0,1.0,20200071041511102,3.0,1.0,3.0,1.0,2.0,,1.0,20.0,,6.0
729,2020,10,006500,104,11,03,100101,5.0,2.0,20200065001041103,3.0,1.0,3.0,1.0,2.0,,2.0,17.0,,6.0
731,2020,11,008768,108,22,01,200115,1.0,2.0,20200087681082201,1.0,1.0,1.0,1.0,2.0,,1.0,32.0,,1.0
732,2020,08,019254,032,11,03,200601,1.0,2.0,20200192540321103,3.0,,,1.0,2.0,,2.0,22.0,,6.0
735,2020,01,007544,037,11,07,150117,8.0,1.0,20180075440371105,0.0,,,,,,,,,
737,2020,06,006487,183,11,02,090610,5.0,8.0,20180064871831102,2.0,,,1.0,2.0,,2.0,50.0,,2.0
738,2020,03,006880,071,11,01,120114,5.0,2.0,20200068800711101,1.0,1.0,1.0,1.0,2.0,,1.0,85.0,,2.0
740,2020,11,015338,091,11,01,021909,5.0,8.0,20200153380911101,1.0,1.0,1.0,1.0,2.0,,2.0,95.0,,3.0
741,2020,12,009994,035,11,03,150501,2.0,7.0,20190099940351103,3.0,1.0,3.0,1.0,2.0,,1.0,4.0,,
742,2020,02,009531,011,11,02,240203,1.0,5.0,20200095310111102,3.0,1.0,3.0,1.0,2.0,,1.0,13.0,,6.0
743,2020,08,008082,008,11,02,150501,2.0,3.0,20160080820081102,2.0,,,1.0,2.0,,2.0,47.0,,2.0
745,2020,12,006215,029,11,02,080101,6.0,2.0,20200062150291102,2.0,1.0,2.0,1.0,2.0,,2.0,41.0,,2.0
746,2020,05,016055,494,11,03,060401,4.0,7.0,20200160554941103,3.0,,,1.0,2.0,,1.0,11.0,,
752,2020,09,008923,106,11,02,200111,1.0,7.0,20160089231061102,2.0,1.0,2.0,1.0,2.0,,2.0,65.0,,2.0
754,2020,09,006484,025,11,02,090305,5.0,8.0,20170064840251102,2.0,,,1.0,2.0,,2.0,52.0,,2.0
758,2020,07,010466,095,11,02,040302,3.0,5.0,20170104660951102,2.0,,,1.0,2.0,,1.0,44.0,,1.0
759,2020,11,015780,092,11,04,050110,5.0,2.0,20200157800921104,3.0,2.0,1.0,1.0,2.0,,1.0,29.0,,1.0
760,2020,06,005953,004,11,01,060402,4.0,7.0,20200059530041101,1.0,,,1.0,2.0,,1.0,53.0,,2.0
762,2020,04,006591,010,11,06,100507,5.0,7.0,20200065910101106,6.0,,,1.0,2.0,,1.0,61.0,,1.0
765,2020,02,009928,074,11,02,150106,8.0,1.0,20170099280741102,2.0,1.0,2.0,1.0,2.0,,2.0,58.0,,2.0
766,2020,02,005532,072,11,02,040110,6.0,1.0,20200055320721102,2.0,1.0,2.0,1.0,2.0,,1.0,51.0,,2.0
767,2020,02,009279,056,11,05,220708,7.0,5.0,20200092790561105,5.0,2.0,3.0,1.0,2.0,,2.0,0.0,1.0,
769,2020,05,016828,115,11,02,100507,7.0,7.0,20200168281151102,2.0,,,1.0,2.0,,1.0,50.0,,1.0
770,2020,05,007598,075,11,01,150128,8.0,1.0,20200075980751101,1.0,,,1.0,2.0,,2.0,36.0,,6.0
772,2020,05,005029,014,11,04,010201,7.0,4.0,20190050290141104,3.0,,,1.0,1.0,,1.0,11.0,,
773,2020,06,017484,074,11,04,130206,1.0,5.0,20200174840741104,3.0,,,1.0,2.0,,2.0,6.0,,
775,2020,12,009130,002,11,04,220101,7.0,4.0,20160091300021104,3.0,1.0,3.0,1.0,2.0,,1.0,18.0,,6.0
776,2020,04,005120,227,11,01,010705,7.0,7.0,20180051202271101,1.0,,,1.0,2.0,,2.0,39.0,,5.0
777,2020,11,010801,033,11,05,230110,3.0,2.0,20190108010331105,0.0,,,,,,,,,
778,2020,06,016731,031,11,01,100601,7.0,3.0,20200167310311101,1.0,,,1.0,2.0,,2.0,60.0,,3.0
779,2020,08,011403,393,11,07,210307,6.0,7.0,20200114033931107,3.0,,,1.0,2.0,,2.0,11.0,,
782,2020,05,006786,113,11,03,110501,2.0,3.0,20170067861131103,3.0,,,1.0,2.0,,1.0,25.0,,6.0
783,2020,06,010120,085,11,02,110101,2.0,2.0,20200101200851102,2.0,,,1.0,2.0,,1.0,61.0,,2.0
786,2020,10,016697,059,11,01,100102,7.0,2.0,20200166970591101,1.0,1.0,1.0,1.0,2.0,,1.0,34.0,,1.0
788,2020,06,019678,042,11,03,220301,7.0,5.0,20200196780421103,3.0,,,1.0,2.0,,2.0,14.0,,6.0
790,2020,02,009750,058,11,05,250101,7.0,7.0,20180097500581106,3.0,1.0,3.0,1.0,2.0,,2.0,10.0,,
792,2020,12,008765,092,11,06,200115,1.0,2.0,20190087650921105,5.0,2.0,3.0,1.0,2.0,,2.0,6.0,,
793,2020,11,010185,108,11,02,130614,4.0,7.0,20200101851081102,2.0,1.0,2.0,1.0,2.0,,2.0,33.0,,1.0
795,2020,09,009853,019,11,01,160202,7.0,6.0,20180098530191101,1.0,1.0,1.0,1.0,2.0,,1.0,40.0,,1.0
797,2020,03,008055,084,11,03,150601,2.0,3.0,20200080550841103,3.0,,,1.0,2.0,,1.0,9.0,,
799,2020,04,016573,568,11,02,090705,5.0,7.0,20200165735681102,2.0,,,1.0,2.0,,2.0,38.0,,2.0
800,2020,11,006642,036,11,02,100905,7.0,7.0,20160066420361102,2.0,1.0,2.0,1.0,2.0,,2.0,63.0,,2.0
801,2020,03,007315,021,33,01,140101,1.0,2.0,20160073150213301,1.0,,,1.0,2.0,,1.0,58.0,,1.0
802,2020,04,018787,113,11,04,170101,7.0,3.0,20200187871131104,3.0,,,1.0,2.0,,1.0,4.0,,
803,2020,07,015955,071,11,02,060101,4.0,2.0,20200159550711102,3.0,,,1.0,2.0,,2.0,13.0,,6.0
804,2020,01,009917,112,11,02,240105,1.0,8.0,20160099171121102,2.0,1.0,2.0,1.0,2.0,,2.0,39.0,,2.0
805,2020,11,005412,051,11,08,030209,6.0,7.0,20200054120511108,3.0,2.0,2.0,2.0,,2.0,2.0,25.0,,1.0
806,2020,02,009273,046,11,06,220201,7.0,5.0,20200092730461106,7.0,0.0,1.0,1.0,2.0,,2.0,14.0,,6.0
807,2020,02,007549,045,11,06,150117,8.0,1.0,20200075490451106,3.0,1.0,3.0,1.0,2.0,,1.0,25.0,,6.0
808,2020,01,007210,062,11,02,130107,1.0,4.0,20200072100621102,3.0,1.0,3.0,1.0,2.0,,1.0,15.0,,6.0
809,2020,07,015371,172,11,02,021003,5.0,7.0,20200153711721102,2.0,,,1.0,2.0,,2.0,40.0,,2.0
810,2020,04,015604,144,11,02,040129,6.0,1.0,20200156041441102,3.0,,,1.0,2.0,,1.0,33.0,,6.0
814,2020,07,019845,078,11,02,230110,3.0,2.0,20200198450781102,2.0,,,1.0,2.0,,2.0,29.0,,1.0
816,2020,04,008336,057,11,05,160103,7.0,7.0,20160083360571105,3.0,,,1.0,2.0,,2.0,9.0,,
817,2020,03,009927,039,11,01,021809,2.0,2.0,20160099270391101,1.0,1.0,1.0,1.0,2.0,,1.0,50.0,,2.0
819,2020,11,016757,107,11,01,100804,5.0,7.0,20200167571071101,1.0,0.0,1.0,1.0,2.0,,1.0,68.0,,3.0
820,2020,06,007402,056,11,04,140108,1.0,4.0,20200074020561104,7.0,,,1.0,2.0,,2.0,33.0,,6.0
822,2020,08,008655,045,11,01,190207,5.0,5.0,20200086550451101,1.0,,,1.0,2.0,,1.0,66.0,,2.0
824,2020,08,005800,016,11,02,050205,5.0,7.0,20200058000161102,2.0,,,1.0,2.0,,2.0,27.0,,1.0
825,2020,10,016568,004,11,04,090720,5.0,8.0,20200165680041104,3.0,1.0,3.0,1.0,2.0,,2.0,5.0,,
826,2020,10,019395,037,11,02,200607,1.0,8.0,20200193950371102,2.0,1.0,2.0,1.0,2.0,,2.0,27.0,,1.0
827,2020,03,005145,103,11,04,010521,4.0,7.0,20200051451031104,3.0,1.0,3.0,1.0,2.0,,2.0,14.0,,6.0
831,2020,08,008747,092,11,02,200101,1.0,2.0,20190087470921102,2.0,,,1.0,2.0,,2.0,69.0,,2.0
833,2020,10,006640,029,11,02,100105,5.0,8.0,20200066400291102,3.0,1.0,1.0,1.0,2.0,,1.0,38.0,,5.0
835,2020,03,005529,127,12,01,040110,6.0,1.0,20200055291271201,1.0,1.0,1.0,1.0,2.0,,1.0,62.0,,2.0
836,2020,05,010167,103,11,01,130101,1.0,1.0,20200101671031101,1.0,,,1.0,2.0,,2.0,59.0,,6.0
837,2020,09,015808,100,11,03,050110,5.0,2.0,20200158081001103,3.0,,,1.0,2.0,,1.0,22.0,,6.0
838,2020,09,018815,027,11,02,170101,7.0,3.0,20200188150271102,3.0,,,1.0,2.0,,2.0,18.0,,6.0
839,2020,12,006522,060,11,02,100102,5.0,2.0,20160065220601102,2.0,1.0,2.0,1.0,2.0,,2.0,37.0,,1.0
840,2020,08,010283,095,11,01,160110,7.0,7.0,20170102830951101,1.0,,,1.0,2.0,,1.0,44.0,,1.0
841,2020,07,007227,027,11,03,130501,4.0,5.0,20200072270271103,3.0,,,1.0,2.0,,1.0,15.0,,6.0
842,2020,06,019227,062,11,08,200101,1.0,2.0,20200192270621108,5.0,,,1.0,2.0,,1.0,1.0,,
